165,Pasta pesto met kipstuckjes en tomatensalade,trostomaat,5.0,;;
166,Pasta pesto met kipstuckjes en tomatensalade,mozzarella,250.0,g;;
167,Pasta pesto met kipstuckjes en tomatensalade,salade-ui,6.0,;;
168,Pasta pesto met kipstuckjes en tomatensalade,spaghetti,300.0,g;;
169,Pasta pesto met kipstuckjes en tomatensalade,Vegetarische Slager kipstuckjes,160.0,g;;
170,Pasta pesto met kipstuckjes en tomatensalade,milde olijfolie,3.0,el;;
171,Pasta pesto met kipstuckjes en tomatensalade,balsamicoazijn,2.0,el;;
172,Pasta pesto met kipstuckjes en tomatensalade,rucola slamelange,75.0,g;;
173,Pasta pesto met kipstuckjes en tomatensalade,verse groene pesto,125.0,g;;
174,Hutspot met vegetarische rookworst en jus,iets kruimige aardappel,1.0,kg;;
175,Hutspot met vegetarische rookworst en jus,hutspotgroente,1.0,kg;;
176,Hutspot met vegetarische rookworst en jus,Knorr groentebouillonblokje zero salt,1.0,;;
177,Hutspot met vegetarische rookworst en jus,Unox vegetarische rookworst,1.0,;;
178,Hutspot met vegetarische rookworst en jus,milde olijfolie,1.0,el;;
179,Hutspot met vegetarische rookworst en jus,vega speckreepjes gerookt,125.0,g;;
180,Hutspot met vegetarische rookworst en jus,water,250.0,ml;;
181,Hutspot met vegetarische rookworst en jus,Knorr mix voor jus met uitjes,24.0,g;;
182,Hutspot met vegetarische rookworst en jus,milde mosterd,1.0,el;;
"235,""Orzo met kalkoen, spinazie en geitenkaas"",milde olijfolie,2.0,el";;
"236,""Orzo met kalkoen, spinazie en geitenkaas"",gesneden uien,150.0,g";;
"237,""Orzo met kalkoen, spinazie en geitenkaas"",knoflook,1.0,teen";;
"238,""Orzo met kalkoen, spinazie en geitenkaas"",verse spinazie,600.0,g";;
"239,""Orzo met kalkoen, spinazie en geitenkaas"",verse geitenkaas naturel 45+,125.0,g";;
"240,""Orzo met kalkoen, spinazie en geitenkaas"",orzo pasta,300.0,g";;
"241,""Orzo met kalkoen, spinazie en geitenkaas"",kalkoenborstfilet,100.0,g";;
242,Andijviestamppot met tomaatjes en zalm,romaatjes,250.0,g;;
243,Andijviestamppot met tomaatjes en zalm,ongezouten roomboter,40.0,g;;
244,Andijviestamppot met tomaatjes en zalm,gedroogde dille,1.0,tl;;
245,Andijviestamppot met tomaatjes en zalm,koelverse stamppotaardappel,900.0,g;;
246,Andijviestamppot met tomaatjes en zalm,halfvolle melk,200.0,ml;;
247,Andijviestamppot met tomaatjes en zalm,fijngesneden andijvie,500.0,g;;
248,Andijviestamppot met tomaatjes en zalm,warmgerookte zalmfilet,250.0,g;;
"249,""Groene-currysoep met groenten, noedels en taugé"",Thaise groene currypasta,70.0,g";;
"250,""Groene-currysoep met groenten, noedels en taugé"",fijngesneden prei,200.0,g";;
"251,""Groene-currysoep met groenten, noedels en taugé"",kokosmelk,400.0,ml";;
"252,""Groene-currysoep met groenten, noedels en taugé"",diepvries gebroken sperzieboon,300.0,g";;
"253,""Groene-currysoep met groenten, noedels en taugé"",groentebouillontablet,1.0,";;
"254,""Groene-currysoep met groenten, noedels en taugé"",kokend water,800.0,ml";;
"255,""Groene-currysoep met groenten, noedels en taugé"",Thaise zilvervliesrijst noedels,225.0,g";;
"256,""Groene-currysoep met groenten, noedels en taugé"",limoen,1.0,";;
"257,""Groene-currysoep met groenten, noedels en taugé"",verse koriander,15.0,g";;
"258,""Groene-currysoep met groenten, noedels en taugé"",taugé,125.0,g";;
"259,""Couscous met kip, bospeen en cranberrysaus"",bospeen,600.0,g";;
"260,""Couscous met kip, bospeen en cranberrysaus"",rode ui,2.0,";;
"261,""Couscous met kip, bospeen en cranberrysaus"",kipdijfilet,395.0,g";;
"262,""Couscous met kip, bospeen en cranberrysaus"",perssinaasappel,1.0,";;
"263,""Couscous met kip, bospeen en cranberrysaus"",zonnebloemolie,4.0,el";;
"264,""Couscous met kip, bospeen en cranberrysaus"",cranberrysaus,5.0,el";;
"265,""Couscous met kip, bospeen en cranberrysaus"",couscous,300.0,g";;
"266,""Couscous met kip, bospeen en cranberrysaus"",verse peterselie,15.0,g";;
267,Lekkerbekje met aardappel en groente uit de oven,koelverse aardappelpartjes met schil,1.0,kg;;
268,Lekkerbekje met aardappel en groente uit de oven,arachideolie,2.0,el;;
269,Lekkerbekje met aardappel en groente uit de oven,diepvries lekkerbekje,4.0,;;
270,Lekkerbekje met aardappel en groente uit de oven,Italiaanse roerbakmix cavolo nero,400.0,g;;
271,Lekkerbekje met aardappel en groente uit de oven,gesneden kastanjechampignons,250.0,g;;
272,Lekkerbekje met aardappel en groente uit de oven,koelverse pestospread,90.0,g;;
281,Chicken pot pie,water,1.0,liter;;
282,Chicken pot pie,groentebouillontablet,2.0,;;
283,Chicken pot pie,scharrelkipfilet,400.0,g;;
284,Chicken pot pie,middelgrote ui,1.0,;;
285,Chicken pot pie,prei,1.0,;;
286,Chicken pot pie,winterpeen,1.0,;;
287,Chicken pot pie,champignons,250.0,g;;
288,Chicken pot pie,verse tijm,3.0,takje;;
289,Chicken pot pie,verse platte peterselie,7.5,g;;
290,Chicken pot pie,milde olijfolie,2.0,el;;
291,Chicken pot pie,ongezouten roomboter,25.0,g;;
292,Chicken pot pie,bloem,25.0,g;;
293,Chicken pot pie,middelgroot ei,1.0,;;
294,Chicken pot pie,diepvries deeg voor hartige taart,4.0,plakje;;
295,Rijstpudding uit de oven met gebakken peren,sinaasappel,1.0,;;
296,Rijstpudding uit de oven met gebakken peren,pandanrijst,100.0,g;;
297,Rijstpudding uit de oven met gebakken peren,volle melk,800.0,ml;;
298,Rijstpudding uit de oven met gebakken peren,kokosmelk,200.0,ml;;
299,Rijstpudding uit de oven met gebakken peren,lichtbruine basterdsuiker,75.0,g;;
300,Rijstpudding uit de oven met gebakken peren,vanille-extract,1.0,tl;;
301,Rijstpudding uit de oven met gebakken peren,gemalen kaneel,1.0,tl;;
302,Rijstpudding uit de oven met gebakken peren,gepelde pistachenoten,20.0,g;;
303,Rijstpudding uit de oven met gebakken peren,Conference peer,2.0,;;
304,Rijstpudding uit de oven met gebakken peren,ongezouten roomboter,25.0,g;;
305,Eenpans-paddenstoelenstoof met deegballetjes,sjalot,3.0,;;
306,Eenpans-paddenstoelenstoof met deegballetjes,knoflook,3.0,teen;;
307,Eenpans-paddenstoelenstoof met deegballetjes,paddenstoelen voor pasta,400.0,g;;
308,Eenpans-paddenstoelenstoof met deegballetjes,kastanjechampignon,400.0,g;;
309,Eenpans-paddenstoelenstoof met deegballetjes,milde olijfolie,2.0,el;;
310,Eenpans-paddenstoelenstoof met deegballetjes,ongezouten roomboter,100.0,g;;
311,Eenpans-paddenstoelenstoof met deegballetjes,bloem,2.0,el;;
312,Eenpans-paddenstoelenstoof met deegballetjes,rode wijn,150.0,ml;;
313,Eenpans-paddenstoelenstoof met deegballetjes,water,100.0,ml;;
314,Eenpans-paddenstoelenstoof met deegballetjes,groentebouillontablet,1.0,;;
315,Eenpans-paddenstoelenstoof met deegballetjes,zelfrijzend bakmeel,125.0,g;;
316,Portobellosteaks met aardappelpuree,portobello,8.0,;;
317,Portobellosteaks met aardappelpuree,rode ui,1.0,;;
318,Portobellosteaks met aardappelpuree,korianderzaad,1.0,el;;
319,Portobellosteaks met aardappelpuree,knoflook,4.0,teen;;
320,Portobellosteaks met aardappelpuree,zoet gerookt paprikapoeder,1.0,el;;
321,Portobellosteaks met aardappelpuree,ketchup,2.0,el;;
322,Portobellosteaks met aardappelpuree,milde olijfolie,170.0,ml;;
323,Portobellosteaks met aardappelpuree,kruimige aardappel,1.0,kg;;
324,Portobellosteaks met aardappelpuree,melk,150.0,ml;;
325,Portobellosteaks met aardappelpuree,ongezouten roomboter,30.0,g;;
326,Portobellosteaks met aardappelpuree,rucola,85.0,g;;
327,Broodje pulled paddo's met barbecuesaus en knolselderijsalade,oesterzwammen,600.0,g;;
328,Broodje pulled paddo's met barbecuesaus en knolselderijsalade,barbecuesaus,200.0,ml;;
329,Broodje pulled paddo's met barbecuesaus en knolselderijsalade,citroen,0.5,;;
330,Broodje pulled paddo's met barbecuesaus en knolselderijsalade,knolselderij,250.0,g;;
331,Broodje pulled paddo's met barbecuesaus en knolselderijsalade,verse bieslook,12.5,g;;
332,Broodje pulled paddo's met barbecuesaus en knolselderijsalade,wittewijnazijn,5.0,el;;
333,Broodje pulled paddo's met barbecuesaus en knolselderijsalade,dijonmosterd,2.0,el;;
334,Broodje pulled paddo's met barbecuesaus en knolselderijsalade,milde olijfolie,35.0,ml;;
335,Broodje pulled paddo's met barbecuesaus en knolselderijsalade,crème fraîche,1.5,el;;
336,Broodje pulled paddo's met barbecuesaus en knolselderijsalade,bakkersbol wit,4.0,;;
337,Pumpkin spice latte,koelverse pompoenblokjes,200.0,g;;
338,Pumpkin spice latte,kaneel,2.0,tl;;
339,Pumpkin spice latte,gemalen gember,1.0,tl;;
340,Pumpkin spice latte,gemalen kruidnagel,0.5,tl;;
341,Pumpkin spice latte,gemalen nootmuskaat,0.5,tl;;
342,Pumpkin spice latte,verse slagroom,250.0,ml;;
343,Pumpkin spice latte,fijne kristalsuiker,4.0,el;;
344,Pumpkin spice latte,volle melk,750.0,ml;;
345,Pumpkin spice latte,vanille-extract,1.0,tl;;
346,Pumpkin spice latte,espresso,180.0,ml;;
347,Koffie-chocoladecake met kardamom,pure chocolade 70%,100.0,g;;
348,Koffie-chocoladecake met kardamom,hazelnoten,95.0,g;;
349,Koffie-chocoladecake met kardamom,kardemompeulen,6.0,;;
350,Koffie-chocoladecake met kardamom,ongezouten roomboter,120.0,g;;
351,Koffie-chocoladecake met kardamom,lichtbruine basterdsuiker,170.0,g;;
352,Koffie-chocoladecake met kardamom,middelgroot ei,3.0,;;
353,Koffie-chocoladecake met kardamom,espresso,30.0,ml;;
354,Koffie-chocoladecake met kardamom,zelfrijzend bakmeel,150.0,g;;
355,Koffie-chocoladecake met kardamom,bakpoeder,2.0,tl;;
356,Koffie-chocoladecake met kardamom,water,110.0,ml;;
357,Koffie-chocoladecake met kardamom,espresso-oploskoffie,2.0,el;;
358,Koffie-chocoladecake met kardamom,poedersuiker,3.0,el;;
359,Koffie-chocoladecake met kardamom,verse roomkaas,200.0,g;;
360,Stoofperencompote,Gieser Wildeman stoofpeer,500.0,g;;
361,Stoofperencompote,citroen,0.5,;;
362,Stoofperencompote,soepele rode wijn,100.0,ml;;
363,Stoofperencompote,water,50.0,ml;;
364,Stoofperencompote,kristalsuiker,30.0,g;;
365,Stoofperencompote,kaneelstokje,1.0,;;
366,Stoofperencompote,kruidnagel,2.0,;;
367,Stoofperencompote,steranijs,1.0,;;
"368,""Traybake van peer, varkenslapjes, rode ui, tijm en knolselderij"",rode ui,4.0,";;
"369,""Traybake van peer, varkenslapjes, rode ui, tijm en knolselderij"",knolselderij,1.0,kg";;
"370,""Traybake van peer, varkenslapjes, rode ui, tijm en knolselderij"",Conference peer,4.0,";;
"371,""Traybake van peer, varkenslapjes, rode ui, tijm en knolselderij"",verse tijm,7.5,g";;
"372,""Traybake van peer, varkenslapjes, rode ui, tijm en knolselderij"",milde olijfolie,2.0,el";;
"373,""Traybake van peer, varkenslapjes, rode ui, tijm en knolselderij"",knoflook,2.0,teen";;
"374,""Traybake van peer, varkenslapjes, rode ui, tijm en knolselderij"",dijonmosterd,2.0,el";;
"375,""Traybake van peer, varkenslapjes, rode ui, tijm en knolselderij"",vloeibare honing,1.0,el";;
"376,""Traybake van peer, varkenslapjes, rode ui, tijm en knolselderij"",paprikapoeder,0.5,el";;
"377,""Traybake van peer, varkenslapjes, rode ui, tijm en knolselderij"",filetlapjes à la minute,350.0,g";;
378,Vegan curry van gestoofde groenten met naan,middelgrote ui,2.0,;;
379,Vegan curry van gestoofde groenten met naan,knoflook,4.0,teen;;
380,Vegan curry van gestoofde groenten met naan,pastinaak,800.0,g;;
381,Vegan curry van gestoofde groenten met naan,winterwortel,400.0,g;;
382,Vegan curry van gestoofde groenten met naan,witte bonen in pot,360.0,g;;
383,Vegan curry van gestoofde groenten met naan,milde olijfolie,5.0,el;;
384,Vegan curry van gestoofde groenten met naan,komijnzaad,1.0,el;;
385,Vegan curry van gestoofde groenten met naan,gemalen kurkuma (koenjit),2.0,tl;;
386,Vegan curry van gestoofde groenten met naan,milde paprikapoeder,1.0,el;;
387,Vegan curry van gestoofde groenten met naan,kokosmelk light,800.0,ml;;
388,Vegan curry van gestoofde groenten met naan,water,200.0,ml;;
389,Vegan curry van gestoofde groenten met naan,Zonnatura groentebouillontablet,1.0,;;
390,Vegan curry van gestoofde groenten met naan,volkorenmeel,350.0,g;;
391,Vegan curry van gestoofde groenten met naan,bakpoeder,1.0,tl;;
392,Vegan curry van gestoofde groenten met naan,AH plantaardige yoghurt soja ongezoet,450.0,g;;
393,Vegan curry van gestoofde groenten met naan,zout,1.0,tl;;
394,Hutspot met hertenbiefstuk,hertenbiefstuk,4.0,;;
395,Hutspot met hertenbiefstuk,kruimige aardappel,1000.0,g;;
396,Hutspot met hertenbiefstuk,milde olijfolie,3.0,el;;
397,Hutspot met hertenbiefstuk,hutspotgroente,1.0,kg;;
398,Hutspot met hertenbiefstuk,venkelzaad,1.0,tl;;
399,Hutspot met hertenbiefstuk,ongezouten roomboter,75.0,g;;
400,Hutspot met hertenbiefstuk,water,100.0,ml;;
401,Hutspot met hertenbiefstuk,melk,200.0,ml;;
402,Hutspot met hertenbiefstuk,verse platte peterselie,15.0,g;;
425,Wilde rijstsoep met kip,middelgrote ui,2.0,;;
426,Wilde rijstsoep met kip,knoflook,2.0,teen;;
427,Wilde rijstsoep met kip,winterpeen,1.0,;;
428,Wilde rijstsoep met kip,champignons,250.0,g;;
429,Wilde rijstsoep met kip,water,1.5,liter;;
430,Wilde rijstsoep met kip,verse tijm,2.0,;;
431,Wilde rijstsoep met kip,laurierblaadje,1.0,;;
432,Wilde rijstsoep met kip,paprikapoeder,1.0,tl;;
433,Wilde rijstsoep met kip,uienpoeder,1.0,tl;;
434,Wilde rijstsoep met kip,knoflookpoeder,1.0,tl;;
435,Wilde rijstsoep met kip,wilde en witte rijst,300.0,g;;
436,Wilde rijstsoep met kip,scharrel kippenpoten naturel,590.0,g;;
437,Wilde rijstsoep met kip,kippenbouillonblokje,2.0,;;
438,Wilde rijstsoep met kip,ongezouten roomboter,1.0,el;;
439,Wilde rijstsoep met kip,tarwebloem,2.0,el;;
440,Wilde rijstsoep met kip,halfvolle melk,250.0,ml;;
"441,""Zuurkoolstamppot met appel, kaneel en bruine suiker"",kruimige aardappel,1000.0,g";;
"442,""Zuurkoolstamppot met appel, kaneel en bruine suiker"",rode ui,1.0,";;
"443,""Zuurkoolstamppot met appel, kaneel en bruine suiker"",friszoete appel,1.0,";;
"444,""Zuurkoolstamppot met appel, kaneel en bruine suiker"",spekreepjes,250.0,g";;
"445,""Zuurkoolstamppot met appel, kaneel en bruine suiker"",kaneelpoeder,2.0,tl";;
"446,""Zuurkoolstamppot met appel, kaneel en bruine suiker"",bruine suiker,2.0,el";;
"447,""Zuurkoolstamppot met appel, kaneel en bruine suiker"",zuurkool,520.0,g";;
"448,""Zuurkoolstamppot met appel, kaneel en bruine suiker"",ongebrande walnoten,100.0,g";;
"449,""Zuurkoolstamppot met appel, kaneel en bruine suiker"",ongezouten roomboter,15.0,g";;
450,Pompoencheesecake met speculaas,koelverse pompoenstukjes,400.0,g;;
451,Pompoencheesecake met speculaas,ongezouten roomboter,125.0,g;;
452,Pompoencheesecake met speculaas,bakkersspeculaas,260.0,g;;
453,Pompoencheesecake met speculaas,water,1.0,el;;
454,Pompoencheesecake met speculaas,zuivelspread naturel,600.0,g;;
455,Pompoencheesecake met speculaas,fijne kristalsuiker,75.0,g;;
456,Pompoencheesecake met speculaas,middelgroot ei,3.0,;;
457,Franse appelflap (chausson aux pommes),Elstar appel,350.0,g;;
458,Franse appelflap (chausson aux pommes),kristalsuiker,100.0,g;;
459,Franse appelflap (chausson aux pommes),vers bladerdeeg,270.0,g;;
460,Franse appelflap (chausson aux pommes),bloem,2.0,el;;
461,Franse appelflap (chausson aux pommes),middelgroot ei,1.0,;;
462,Franse appelflap (chausson aux pommes),water,50.0,ml;;
463,Brownies met witte chocolade,ongezouten roomboter,200.0,g;;
464,Brownies met witte chocolade,pure chocolade 70%,300.0,g;;
465,Brownies met witte chocolade,vanillestokje,1.0,;;
466,Brownies met witte chocolade,witte chocolade,200.0,g;;
467,Brownies met witte chocolade,witte basterdsuiker,190.0,g;;
468,Brownies met witte chocolade,middelgroot ei,3.0,;;
469,Brownies met witte chocolade,patentbloem,200.0,g;;
470,Brownies met witte chocolade,zout,1.0,tl;;
471,Meringuespoken,middelgroot ei,4.0,;;
472,Meringuespoken,citroen,1.0,;;
473,Meringuespoken,witte basterdsuiker,225.0,g;;
474,Meringuespoken,maizena,2.0,tl;;
475,Zandkoekjes met glazuur 'bloedspetters' ,citroen,0.5,;;
476,Zandkoekjes met glazuur 'bloedspetters' ,tarwebloem,250.0,g;;
477,Zandkoekjes met glazuur 'bloedspetters' ,zout,0.25,tl;;
478,Zandkoekjes met glazuur 'bloedspetters' ,witte basterdsuiker,125.0,g;;
479,Zandkoekjes met glazuur 'bloedspetters' ,ongezouten roomboter,185.0,;;
480,Zandkoekjes met glazuur 'bloedspetters' ,middelgroot ei,1.0,;;
481,Zandkoekjes met glazuur 'bloedspetters' ,poedersuiker,50.0,g;;
482,Zandkoekjes met glazuur 'bloedspetters' ,bietensap,1.0,el;;
496,Mini pizza's met boerenkool en spek,spekreepjes,200.0,g;;
497,Mini pizza's met boerenkool en spek,venkelzaad,1.0,tl;;
498,Mini pizza's met boerenkool en spek,verse boerenkool,150.0,g;;
499,Mini pizza's met boerenkool en spek,chilivlokken,0.5,tl;;
500,Mini pizza's met boerenkool en spek,vers flammkuchendeeg,260.0,g;;
501,Mini pizza's met boerenkool en spek,crème fraîche,125.0,g;;
502,Mini pizza's met boerenkool en spek,geraspte Franse gruyère kaas 47+,150.0,g;;
503,Whipped blauwe kaas met knapperige rauwkost,gorgonzola piccante 48+,200.0,g;;
504,Whipped blauwe kaas met knapperige rauwkost,zuivelspread naturel,200.0,g;;
505,Whipped blauwe kaas met knapperige rauwkost,wittewijnazijn,2.0,el;;
506,Whipped blauwe kaas met knapperige rauwkost,traditionele olijfolie,1.0,el;;
507,Whipped blauwe kaas met knapperige rauwkost,verse tijm,2.0,takje;;
508,Whipped blauwe kaas met knapperige rauwkost,witlof,2.0,stronk;;
509,Whipped blauwe kaas met knapperige rauwkost,bospeen,0.5,bos;;
510,Whipped blauwe kaas met knapperige rauwkost,gekookte mini rode biet,250.0,g;;
511,Whipped blauwe kaas met knapperige rauwkost,bloemkool,300.0,g;;
512,Whipped blauwe kaas met knapperige rauwkost,bleekselderij,3.0,stengel;;
513,Fish pie,verse kabeljauwfilet,500.0,g;;
514,Fish pie,verse slagroom,300.0,ml;;
515,Fish pie,ongezouten roomboter,40.0,g;;
516,Fish pie,bloem,40.0,g;;
517,Fish pie,mosterd,1.5,el;;
518,Fish pie,salade-ui,3.0,;;
519,Fish pie,verse dille,15.0,g;;
520,Fish pie,citroen,1.0,;;
521,Fish pie,middelgroot ei,1.0,;;
522,Fish pie,diepvries deeg voor hartige taart,4.0,plakje;;
523,Kleine pasteitjes gevuld met aardappel,ongezouten roomboter,250.0,g;;
524,Kleine pasteitjes gevuld met aardappel,bloem,500.0,g;;
525,Kleine pasteitjes gevuld met aardappel,zout,1.5,tl;;
526,Kleine pasteitjes gevuld met aardappel,koud water,70.0,ml;;
527,Kleine pasteitjes gevuld met aardappel,middelgrote ui,2.0,;;
528,Kleine pasteitjes gevuld met aardappel,iets kruimige aardappel,500.0,g;;
529,Kleine pasteitjes gevuld met aardappel,knoflook,3.0,teen;;
530,Kleine pasteitjes gevuld met aardappel,zonnebloemolie,2.0,el;;
531,Kleine pasteitjes gevuld met aardappel,diepvries tuinerwten,250.0,g;;
532,Kleine pasteitjes gevuld met aardappel,gemalen komijn,2.0,tl;;
533,Kleine pasteitjes gevuld met aardappel,middelgroot ei,1.0,;;
534,Kleine pasteitjes gevuld met aardappel,melk,1.0,el;;
548,Snelle risotto porcini,Riso Scotti buona idea risotto porcino,420.0,g;;
549,Snelle risotto porcini,paddenstoelen voor risotto,200.0,g;;
550,Snelle risotto porcini,champignons,400.0,g;;
551,Snelle risotto porcini,ongezouten roomboter,80.0,g;;
552,Snelle risotto porcini,Parmezaanse kaas,80.0,g;;
"553,""Stamppot boerenkool met geroosterde pompoen, spek en walnoten"",iets kruimige aardappel,1.0,kg";;
"554,""Stamppot boerenkool met geroosterde pompoen, spek en walnoten"",spekreepjes,250.0,g";;
"555,""Stamppot boerenkool met geroosterde pompoen, spek en walnoten"",halfvolle melk,150.0,ml";;
"556,""Stamppot boerenkool met geroosterde pompoen, spek en walnoten"",ongezouten roomboter,50.0,g";;
